customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3967-KXAPS,Male,0,Yes,No,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),106.14499999999998,6719.9,0
6919-ELBGL,Male,1,Yes,Yes,121.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,132.1925,8196.4,0
8361-LTMKD,Male,1,Yes,No,53.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,85.56,306.6,1
1131-ALZWV,Female,0,No,No,73.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.29,605.25,0
5178-LMXOP,Male,1,Yes,No,50.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.36499999999998,95.1,1
8992-CEUEN,Female,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.6775,18.85,1
3320-VEOYC,Male,1,No,No,63.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.93999999999998,1273.3,0
3672-YITQD,Male,1,Yes,No,85.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.71499999999999,3021.6,0
6080-TCMYC,Male,0,Yes,Yes,89.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.38,3292.3,0
6734-FQAJX,Male,1,No,No,116.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,120.80749999999999,7171.7,0
1063-DHQJF,Male,0,Yes,Yes,118.05165846079717,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),105.9725,6480.9,0
3976-NLDEZ,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.69,20.6,0
1729-VLAZJ,Female,0,No,Yes,59.051658460797164,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,46.287499999999994,411.45,0
3400-ESFUW,Male,0,Yes,Yes,104.05165846079717,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,66.18249999999999,3046.4,1
5271-YNWVR,Male,0,Yes,Yes,117.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),130.1225,7856.0,1
1587-FKLZB,Male,1,Yes,Yes,115.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.425,6822.15,0
0958-YHXGP,Female,0,No,No,56.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.385,497.3,0
1494-EJZDW,Female,0,Yes,Yes,59.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.172499999999996,220.8,0
1816-FLZDK,Male,0,No,No,50.051658460797164,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),33.522499999999994,29.15,0
2075-PUEPR,Male,0,Yes,Yes,104.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.2525,1153.25,0
1833-TCXKK,Male,0,Yes,No,94.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,123.9125,4882.8,0
1436-ZMJAN,Female,0,Yes,No,59.051658460797164,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.96999999999998,653.15,0
0106-UGRDO,Female,0,Yes,No,118.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,133.39999999999998,8182.85,0
1069-XAIEM,Female,1,No,No,50.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.80749999999999,85.05,0
4213-HKBJO,Female,0,No,No,82.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.554999999999996,826.1,0
8345-MVDYC,Female,0,No,No,94.05165846079717,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,93.8975,3618.7,0
2672-OJQZP,Female,0,No,No,50.051658460797164,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.4625,44.75,0
5136-RGMZO,Male,0,No,No,80.05165846079717,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.7075,2168.15,1
5774-QPLTF,Male,0,Yes,Yes,99.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.4025,938.95,0
5240-CAOYT,Female,0,No,No,106.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.68249999999999,4884.85,0
3707-GNWHM,Male,0,No,No,50.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.38749999999999,74.25,1
5159-YFPKQ,Female,0,No,No,51.051658460797164,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.16999999999999,160.75,1
5052-PNLOS,Male,0,No,No,52.051658460797164,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,121.15249999999999,323.25,1
6173-GOLSU,Male,1,Yes,No,116.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8475,6079.0,0
6661-HBGWL,Female,1,No,No,91.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.46249999999999,4323.45,1
8207-VVMYB,Female,0,Yes,No,119.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.9,2006.95,1
5324-KTGCG,Male,0,Yes,No,120.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9775,1539.75,1
7354-OIJLX,Male,0,No,No,58.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.22749999999999,724.65,0
9286-BHDQG,Male,0,Yes,Yes,121.05165846079717,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,52.037499999999994,3139.8,1
3567-PQTSO,Male,0,Yes,Yes,102.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),121.0375,5576.3,0
3197-ARFOY,Female,1,No,No,68.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.74999999999999,2007.25,0
5698-BQJOH,Female,0,No,No,58.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.56,857.25,1
1090-ESELR,Male,0,Yes,Yes,121.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,121.32499999999999,7611.55,0
0056-EPFBG,Male,0,Yes,Yes,69.05165846079717,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,45.309999999999995,825.4,1
4955-VCWBI,Female,0,Yes,Yes,92.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.0,817.95,0
4717-GHADL,Female,0,No,No,99.05165846079717,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,91.53999999999999,4024.2,0
0058-EVZWM,Female,0,Yes,No,104.05165846079717,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.26999999999998,4959.6,0
7218-HKQFK,Male,0,Yes,No,51.051658460797164,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.33,167.5,1
5057-RKGLH,Female,0,Yes,Yes,58.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.4025,191.1,0
2309-OSFEU,Male,0,No,No,59.051658460797164,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.98499999999999,298.45,1
3429-IFLEM,Female,0,No,No,120.05165846079717,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),88.95249999999999,5550.1,0
1550-LOAHA,Female,0,Yes,No,81.05165846079717,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.7725,2585.95,1
1400-MMYXY,Male,1,Yes,No,52.051658460797164,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,121.785,334.65,1
7503-QQRVF,Male,1,Yes,No,65.05165846079717,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.445,1178.25,1
7504-UWHNB,Male,0,No,No,74.05165846079717,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,80.21249999999999,1729.35,0
9565-JSNFM,Male,0,No,No,87.05165846079717,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),81.0175,2597.6,1
4735-BJKOU,Female,0,No,No,89.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.172499999999996,804.85,0
3580-GICBM,Female,0,Yes,Yes,110.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.83,1445.2,1
7632-YUTXB,Female,0,Yes,Yes,74.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.057499999999997,520.1,0
9412-ARGBX,Female,0,No,Yes,97.05165846079717,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,109.82499999999999,4627.85,1
9576-ANLXO,Female,0,No,No,52.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.98249999999999,222.3,1
1110-KYLGQ,Female,0,No,No,112.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),124.4875,6780.1,0
8696-JKZNU,Female,1,No,No,86.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.6875,2841.55,1
8757-TFHHJ,Male,0,No,No,50.051658460797164,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.26999999999999,49.8,0
2955-BJZHG,Male,0,Yes,Yes,66.05165846079717,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,92.97749999999999,1400.85,1
9048-JVYVF,Male,0,No,No,52.051658460797164,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.75249999999998,191.35,1
0682-USIXD,Female,0,Yes,No,70.05165846079717,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.9575,1818.9,0
3884-UEBXB,Female,0,Yes,Yes,116.05165846079717,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),41.5725,2434.45,0
1776-SPBWV,Female,0,Yes,Yes,83.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.115,682.1,0
9050-QLROH,Male,0,No,No,67.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.30499999999999,1597.25,1
2925-VDZHY,Male,0,Yes,Yes,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.005,6501.35,0
9512-UIBFX,Male,0,Yes,Yes,67.05165846079717,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.4225,1779.95,0
8676-TRMJS,Male,0,No,No,52.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.25,209.1,0
3334-CTHOL,Female,0,No,No,50.051658460797164,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.442499999999995,49.95,1
6331-LWDTQ,Male,0,No,No,59.051658460797164,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.9725,794.25,1
3847-BAERP,Female,0,No,No,59.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.034999999999997,247.0,0
4709-LKHYG,Female,0,Yes,Yes,78.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.0,540.05,0
8621-MNIHH,Female,1,Yes,No,83.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.38749999999999,3217.55,1
8884-ADFVN,Male,1,Yes,No,56.051658460797164,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.24249999999999,700.85,1
2885-HIJDH,Male,0,Yes,Yes,118.05165846079717,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.935,6194.1,0
8570-KLJYJ,Female,0,No,No,85.05165846079717,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,62.6175,1893.5,0
9339-FIIJL,Male,0,Yes,No,121.05165846079717,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,98.8425,6151.9,0
6223-DHJGV,Female,0,No,No,91.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.747499999999995,958.1,0
0959-WHOKV,Male,0,No,No,91.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),113.85,4298.45,1
9610-WCESF,Male,0,No,No,116.05165846079717,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),50.48499999999999,3097.2,0
9279-CJEOJ,Female,1,No,No,70.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.71,2025.1,0
2985-FMWYF,Female,0,No,No,72.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.52499999999999,2341.55,1
3540-RZJYU,Female,0,No,No,64.05165846079717,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.13,1270.2,0
2522-WLNSF,Female,1,Yes,No,83.05165846079717,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,73.83,2106.3,1
6861-XWTWQ,Male,1,Yes,No,56.051658460797164,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.13749999999999,665.45,1
8735-NBLWT,Male,0,No,Yes,58.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.459999999999997,184.1,0
1744-JHKYS,Female,0,Yes,No,83.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.404999999999998,780.2,0
0841-NULXI,Male,0,No,No,50.051658460797164,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.88249999999999,35.55,1
4016-BJKTZ,Female,0,No,No,74.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,125.235,2809.05,0
9298-WGMRW,Female,0,Yes,No,121.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,132.825,8312.75,0
7893-IXHRQ,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.6325,20.55,1
8785-CJSHH,Female,0,Yes,No,109.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.76999999999998,5985.75,0
7654-YWJUF,Male,0,Yes,No,92.05165846079717,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),96.88749999999999,3539.25,0
8909-BOLNL,Male,0,No,No,52.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.38,52.05,0
9919-FZDED,Male,1,Yes,No,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.71499999999999,5981.65,0
0322-CHQRU,Male,0,No,No,51.051658460797164,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.152499999999996,89.5,1
3587-PMCOY,Male,0,No,No,59.051658460797164,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,113.735,1064.95,0
0655-RBDUG,Male,0,No,No,56.051658460797164,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.7575,713.0,1
0983-TATYJ,Female,0,Yes,No,82.05165846079717,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),59.1675,1758.9,0
5650-YLIBA,Male,0,No,No,80.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.3225,2640.55,1
5144-TVGLP,Male,1,No,No,87.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,108.96249999999999,3653.0,0
3569-EDBPQ,Female,0,No,No,73.05165846079717,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),97.00249999999998,1938.05,1
4945-RVMTE,Female,0,No,No,77.05165846079717,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.48249999999999,1646.45,0
3511-BFTJW,Male,0,Yes,Yes,121.05165846079717,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),44.275,2763.0,0
5537-UXXVS,Female,0,Yes,No,69.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.1375,375.25,0
8782-NUUOL,Male,0,No,No,109.05165846079717,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),90.85,4801.1,0
2865-TCHJW,Female,1,No,No,53.051658460797164,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.58,346.2,1
9931-KGHOA,Female,0,Yes,No,95.05165846079717,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,63.24999999999999,2473.95,0
3071-MVJCD,Male,0,Yes,Yes,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),94.645,5815.15,0
7279-BUYWN,Female,1,No,No,90.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,130.18,4689.5,1
3756-VNWDH,Male,1,Yes,No,114.05165846079717,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,115.8625,6674.65,1
1395-OFUWC,Male,0,Yes,Yes,92.05165846079717,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),33.695,1224.05,0
4223-BKEOR,Female,0,No,Yes,70.05165846079717,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,74.57749999999999,1336.8,0
0040-HALCW,Male,0,Yes,Yes,103.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.459999999999997,1090.6,0
7124-UGSUR,Female,1,Yes,No,110.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,120.06,6405.0,1
7395-XWZOY,Male,0,No,No,69.05165846079717,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.24999999999999,1165.55,0
5440-VHLUL,Male,0,No,No,118.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,120.97999999999999,7386.05,1
4706-DGAHW,Male,1,No,No,50.051658460797164,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.98,45.2,0
8166-ORCHU,Male,1,Yes,No,82.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,107.58249999999998,3055.5,0
3978-YNKDD,Male,0,No,Yes,68.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.9775,467.5,0
7198-GLXTC,Male,0,No,No,51.051658460797164,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.85,143.65,1
6366-XIVKZ,Female,0,Yes,Yes,62.051658460797164,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.62249999999999,816.8,1
5133-POWUA,Male,0,No,No,50.051658460797164,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.669999999999995,45.8,0
8400-WZICQ,Female,0,Yes,Yes,104.05165846079717,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.05499999999999,3131.8,0
5382-SOYZL,Male,0,No,No,71.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.36499999999998,2162.6,0
1989-PRJHP,Male,1,Yes,No,76.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.82499999999999,1893.95,1
4154-AQUGT,Male,1,Yes,No,62.051658460797164,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.40749999999998,1169.35,1
0980-FEXWF,Male,0,Yes,Yes,75.05165846079717,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,57.902499999999996,1285.8,0
5845-BZZIB,Male,0,Yes,Yes,84.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.115,655.3,1
4840-ORQXB,Female,1,No,No,105.05165846079717,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),120.46249999999999,5841.35,0
0295-PPHDO,Male,0,No,No,50.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.7675,95.45,1
8775-ERLNB,Male,1,Yes,No,50.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.445,74.3,0
0376-YMCJC,Male,0,No,No,72.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.18999999999998,1943.2,1
7410-YTJIK,Female,0,No,No,56.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.7675,480.75,1
9927-DSWDF,Male,0,Yes,No,71.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.28999999999998,2180.55,0
6681-ZSEXG,Male,0,Yes,No,105.05165846079717,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),68.425,3389.25,0
5702-KVQRD,Male,0,Yes,No,120.05165846079717,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.93249999999999,5832.65,0
8711-LOBKY,Male,0,Yes,Yes,108.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.8275,1188.25,0
9692-TUSXH,Female,0,No,No,67.05165846079717,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.45749999999998,1740.7,1
4012-YCFAI,Male,0,Yes,No,109.05165846079717,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,70.5525,3766.2,0
8455-HIRAQ,Female,0,No,No,57.051658460797164,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.1175,369.3,0
7853-WNZSY,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.7125,19.75,0
0390-DCFDQ,Female,1,Yes,No,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.0175,70.45,1
6421-SZVEM,Female,0,Yes,Yes,77.05165846079717,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,95.27749999999999,2320.8,0
3094-JOJAI,Male,0,No,No,67.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.2725,1387.0,0
4873-ILOLJ,Male,0,No,No,73.05165846079717,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.90249999999999,2238.5,1
8181-YHCMF,Female,0,Yes,Yes,117.05165846079717,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.34499999999998,4109.0,0
3324-OIRTO,Male,0,Yes,Yes,120.05165846079717,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.3475,7288.4,1
9135-HSWOC,Male,0,Yes,Yes,113.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.654999999999998,1274.05,0
2272-WUSPA,Female,0,Yes,No,121.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),127.3625,7751.7,0
4627-MIHJH,Female,1,No,No,118.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,126.7875,7467.55,0
